# Sprint 149 residual ledger: every non-green packet root, classified. A `seam`
# row blocks its story; a `product` row is handed to the named downstream sprint
# and is never reclassified here. `first_line` is the leading diagnostic as
# emitted; `repro` is the direct command that reproduces it outside the harness.
# Rows below the seed were generated from the retained Linux evidence of the
# 2026-09-11 packet run (one coordinator, Go 1.27.0 linux/amd64, Bash++ be20731)
# by an automated first-line triage; `owner` 151/152/154 marks a diagnostic
# whose subsystem the Barrier-A partition must settle. Every row is product:
# its phase executed and upstream applied its own contract.
# packet	root	mode	class	first_line	owner	repro
149.1	fixedbugs/notinheap3.go	compiled	product	notinheap3.go:47: missing error "write barrier"	154	bashy transpile --bashpp --source=go --go-file test/fixedbugs/notinheap3.go -o /tmp/main.go
149.1	fixedbugs/notinheap3.go	interpreted	product	notinheap3.go:47: missing error "write barrier"	154	bashy --bashpp --source=go --check --go-file test/fixedbugs/notinheap3.go
149.1	fuse.go	compiled	product	fuse.go:16: missing error "Redirect Eq64 based on Eq64$"	154	bashy transpile --bashpp --source=go --go-file test/fuse.go -o /tmp/main.go
149.1	fuse.go	interpreted	product	fuse.go:16: missing error "Redirect Eq64 based on Eq64$"	154	bashy --bashpp --source=go --check --go-file test/fuse.go
149.1	initexp.go	compiled	product	initexp.go:15:5: initialization cycle for x	151/152/154	bashy transpile --bashpp --source=go --go-file test/initexp.go -o /tmp/main.go
149.1	initexp.go	interpreted	product	initexp.go:15:5: initialization cycle for x	151/152/154	bashy --bashpp --source=go --check --go-file test/initexp.go
149.1	inline_big.go	interpreted	product	inline_big.go:12: missing error "can inline small with cost .* as:.*"	154	bashy --bashpp --source=go --check --go-file test/inline_big.go
149.1	inline_math_bits_rotate.go	interpreted	product	testdir_test.go:153: inline_math_bits_rotate.go:23: missing error "can inline f"	154	bashy --bashpp --source=go --check --go-file test/inline_math_bits_rotate.go
149.1	inline_sync.go	interpreted	product	inline_sync.go:26: missing error "can inline small5"	154	bashy --bashpp --source=go --check --go-file test/inline_sync.go
149.1	inline_variadic.go	interpreted	product	inline_variadic.go:12: missing error "can inline head"	154	bashy --bashpp --source=go --check --go-file test/inline_variadic.go
149.1	interface/assertinline.go	compiled	product	assertinline.go:10: missing error "type assertion inlined"	154	bashy transpile --bashpp --source=go --go-file test/interface/assertinline.go -o /tmp/main.go
149.1	interface/assertinline.go	interpreted	product	assertinline.go:10: missing error "type assertion inlined"	154	bashy --bashpp --source=go --check --go-file test/interface/assertinline.go
149.1	internal/runtime/sys/inlinegcpc.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/internal/runtime/sys/inlinegcpc.go -o /tmp/main.go
149.1	internal/runtime/sys/inlinegcpc.go	interpreted	product	inlinegcpc.go:19: missing error "can inline cpc"	154	bashy --bashpp --source=go --check --go-file test/internal/runtime/sys/inlinegcpc.go
149.1	intrinsic_atomic.go	compiled	product	intrinsic_atomic.go:16: missing error "intrinsic substitution for LoadUint32"	154	bashy transpile --bashpp --source=go --go-file test/intrinsic_atomic.go -o /tmp/main.go
149.1	intrinsic_atomic.go	interpreted	product	intrinsic_atomic.go:16: missing error "intrinsic substitution for LoadUint32"	154	bashy --bashpp --source=go --check --go-file test/intrinsic_atomic.go
149.1	known_bits.go	compiled	product	known_bits.go:16: missing error "known value of v[0-9]+ \\(And64\\): 1$"	154	bashy transpile --bashpp --source=go --go-file test/known_bits.go -o /tmp/main.go
149.1	known_bits.go	interpreted	product	known_bits.go:16: missing error "known value of v[0-9]+ \\(And64\\): 1$"	154	bashy --bashpp --source=go --check --go-file test/known_bits.go
149.1	live2.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/live2.go -o /tmp/main.go
149.1	live2.go	interpreted	product	live2.go:25: missing error "live at call to makemap: &ret$"	154	bashy --bashpp --source=go --check --go-file test/live2.go
149.1	live_uintptrkeepalive.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/live_uintptrkeepalive.go -o /tmp/main.go
149.1	live_uintptrkeepalive.go	interpreted	product	live_uintptrkeepalive.go:25: missing error "assuming ~p0 is unsafe uintptr"	154	bashy --bashpp --source=go --check --go-file test/live_uintptrkeepalive.go
149.1	loopbce.go	compiled	product	loopbce.go:11: missing error "Induction variable: limits \\[0,\\?\\), increment 1$"	154	bashy transpile --bashpp --source=go --go-file test/loopbce.go -o /tmp/main.go
149.1	loopbce.go	interpreted	product	loopbce.go:11: missing error "Induction variable: limits \\[0,\\?\\), increment 1$"	154	bashy --bashpp --source=go --check --go-file test/loopbce.go
149.1	nilcheck.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/nilcheck.go -o /tmp/main.go
149.1	nilcheck.go	interpreted	product	nilcheck.go:43: missing error "nil check"	154	bashy --bashpp --source=go --check --go-file test/nilcheck.go
149.1	nilptr3.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/nilptr3.go -o /tmp/main.go
149.1	nilptr3.go	interpreted	product	nilptr3.go:45: missing error "generated nil check"	154	bashy --bashpp --source=go --check --go-file test/nilptr3.go
149.1	nilptr5.go	compiled	product	nilptr5.go:15: missing error "removed nil check"	154	bashy transpile --bashpp --source=go --go-file test/nilptr5.go -o /tmp/main.go
149.1	nilptr5.go	interpreted	product	nilptr5.go:15: missing error "removed nil check"	154	bashy --bashpp --source=go --check --go-file test/nilptr5.go
149.1	nowritebarrier.go	compiled	product	testdir_test.go:153: compilation succeeded unexpectedly	154	bashy transpile --bashpp --source=go --go-file test/nowritebarrier.go -o /tmp/main.go
149.1	nowritebarrier.go	interpreted	product	testdir_test.go:153: compilation succeeded unexpectedly	154	bashy --bashpp --source=go --check --go-file test/nowritebarrier.go
149.1	opt_branchlikely.go	compiled	product	opt_branchlikely.go:15: missing error "Branch prediction rule stay in loop"	154	bashy transpile --bashpp --source=go --go-file test/opt_branchlikely.go -o /tmp/main.go
149.1	opt_branchlikely.go	interpreted	product	opt_branchlikely.go:15: missing error "Branch prediction rule stay in loop"	154	bashy --bashpp --source=go --check --go-file test/opt_branchlikely.go
149.1	phiopt.go	compiled	product	phiopt.go:19: missing error "converted OpPhi to Copy$"	154	bashy transpile --bashpp --source=go --go-file test/phiopt.go -o /tmp/main.go
149.1	phiopt.go	interpreted	product	phiopt.go:19: missing error "converted OpPhi to Copy$"	154	bashy --bashpp --source=go --check --go-file test/phiopt.go
149.1	prove.go	compiled	product	prove.go:2518:4: gosource: unsupported labeled branch	151	bashy transpile --bashpp --source=go --go-file test/prove.go -o /tmp/main.go
149.1	prove.go	interpreted	product	prove.go:2518:4: gosource: unsupported labeled branch	151	bashy --bashpp --source=go --check --go-file test/prove.go
149.1	prove_constant_folding.go	compiled	product	prove_constant_folding.go:13: missing error "Proved.+is constant 20$"	154	bashy transpile --bashpp --source=go --go-file test/prove_constant_folding.go -o /tmp/main.go
149.1	prove_constant_folding.go	interpreted	product	prove_constant_folding.go:13: missing error "Proved.+is constant 20$"	154	bashy --bashpp --source=go --check --go-file test/prove_constant_folding.go
149.1	prove_invert_loop_with_unused_iterators.go	compiled	product	testdir_test.go:153: prove_invert_loop_with_unused_iterators.go:8: missing error "(Inverted loop iteration|Induction variable: limits \\[0,\\?\\), increment 1)"	154	bashy transpile --bashpp --source=go --go-file test/prove_invert_loop_with_unused_iterators.go -o /tmp/main.go
149.1	prove_invert_loop_with_unused_iterators.go	interpreted	product	testdir_test.go:153: prove_invert_loop_with_unused_iterators.go:8: missing error "(Inverted loop iteration|Induction variable: limits \\[0,\\?\\), increment 1)"	154	bashy --bashpp --source=go --check --go-file test/prove_invert_loop_with_unused_iterators.go
149.1	sliceopt.go	compiled	product	sliceopt.go:12: missing error "append: len-only update \\(in local slice\\)$"	154	bashy transpile --bashpp --source=go --go-file test/sliceopt.go -o /tmp/main.go
149.1	sliceopt.go	interpreted	product	sliceopt.go:12: missing error "append: len-only update \\(in local slice\\)$"	154	bashy --bashpp --source=go --check --go-file test/sliceopt.go
149.1	tailcall.go	compiled	product	testdir_test.go:153: tailcall.go:19: missing error "tail call emitted for the method \\(\\*Foo\\).Get2Vals wrapper"	154	bashy transpile --bashpp --source=go --go-file test/tailcall.go -o /tmp/main.go
149.1	tailcall.go	interpreted	product	testdir_test.go:153: tailcall.go:19: missing error "tail call emitted for the method \\(\\*Foo\\).Get2Vals wrapper"	154	bashy --bashpp --source=go --check --go-file test/tailcall.go
149.1	typeparam/issue54497.go	interpreted	product	issue54497.go:13: missing error "can inline isAligned\\[uint\\]"	154	bashy --bashpp --source=go --check --go-file test/typeparam/issue54497.go
149.1	typeparam/pragma.go	compiled	product	../../bashpp-s1491.f3BbBr/goroot/test/typeparam/pragma.go:13:6: can inline f[go.shape.int]	151/152/154	bashy transpile --bashpp --source=go --go-file test/typeparam/pragma.go -o /tmp/main.go
149.1	typeparam/pragma.go	interpreted	product	testdir_test.go:153: pragma.go:17: missing error "can inline main"	154	bashy --bashpp --source=go --check --go-file test/typeparam/pragma.go
149.1	uintptrescapes2.go	compiled	product	../../bashpp-s1491.f3BbBr/goroot/test/uintptrescapes2.go:19:9: a does not escape	151/152/154	bashy transpile --bashpp --source=go --go-file test/uintptrescapes2.go -o /tmp/main.go
149.1	uintptrescapes2.go	interpreted	product	uintptrescapes2.go:16: missing error "escaping uintptr"	154	bashy --bashpp --source=go --check --go-file test/uintptrescapes2.go
149.1	uintptrkeepalive.go	compiled	product	testdir_test.go:153: compilation succeeded unexpectedly	154	bashy transpile --bashpp --source=go --go-file test/uintptrkeepalive.go -o /tmp/main.go
149.1	uintptrkeepalive.go	interpreted	product	testdir_test.go:153: compilation succeeded unexpectedly	154	bashy --bashpp --source=go --check --go-file test/uintptrkeepalive.go
149.1	writebarrier.go	compiled	product	writebarrier.go:17: missing error "write barrier"	154	bashy transpile --bashpp --source=go --go-file test/writebarrier.go -o /tmp/main.go
149.1	writebarrier.go	interpreted	product	writebarrier.go:17: missing error "write barrier"	154	bashy --bashpp --source=go --check --go-file test/writebarrier.go
149.2	closure5.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/closure5.go -o /tmp/main.go
149.2	fixedbugs/bug088.go	compiled	product	main.go:4:8: "./bug0" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug088.go -o /tmp/main.go
149.2	fixedbugs/bug106.go	compiled	product	main.go:4:8: "./bug0" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug106.go -o /tmp/main.go
149.2	fixedbugs/bug222.go	compiled	product	main.go:4:8: "./chanbug" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug222.go -o /tmp/main.go
149.2	fixedbugs/bug282.go	compiled	product	main.go:4:8: "./p1" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug282.go -o /tmp/main.go
149.2	fixedbugs/bug306.go	compiled	product	fixedbugs/bug306.dir/p1.go:8:1: LOWER-EUNDEFINED: undefined: p1	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug306.go -o /tmp/main.go
149.2	fixedbugs/bug335.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug335.go -o /tmp/main.go
149.2	fixedbugs/bug377.go	compiled	product	main.go:4:8: "./one" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug377.go -o /tmp/main.go
149.2	fixedbugs/bug382.go	compiled	product	main.go:7:8: "./pkg" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug382.go -o /tmp/main.go
149.2	fixedbugs/bug392.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug392.go -o /tmp/main.go
149.2	fixedbugs/bug396.go	compiled	product	main.go:4:8: "./one" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug396.go -o /tmp/main.go
149.2	fixedbugs/bug404.go	compiled	product	main.go:4:8: "./one" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug404.go -o /tmp/main.go
149.2	fixedbugs/bug407.go	compiled	product	main.go:4:8: "./one" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug407.go -o /tmp/main.go
149.2	fixedbugs/bug415.go	compiled	product	main.go:4:8: "./p" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug415.go -o /tmp/main.go
149.2	fixedbugs/bug448.go	compiled	product	main.go:4:8: "./pkg1" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug448.go -o /tmp/main.go
149.2	fixedbugs/bug467.go	compiled	product	main.go:4:8: "./p1" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug467.go -o /tmp/main.go
149.2	fixedbugs/bug478.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug478.go -o /tmp/main.go
149.2	fixedbugs/bug480.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug480.go -o /tmp/main.go
149.2	fixedbugs/bug504.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug504.go -o /tmp/main.go
149.2	fixedbugs/bug507.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug507.go -o /tmp/main.go
149.2	fixedbugs/bug511.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug511.go -o /tmp/main.go
149.2	fixedbugs/gcc67968.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/gcc67968.go -o /tmp/main.go
149.2	fixedbugs/issue10066.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue10066.go -o /tmp/main.go
149.2	fixedbugs/issue10219.go	compiled	product	fixedbugs/issue10219.dir/a.go:11:1: LOWER-EUNDEFINED: undefined: a	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue10219.go -o /tmp/main.go
149.2	fixedbugs/issue12677.go	compiled	product	main.go:4:8: "./p" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue12677.go -o /tmp/main.go
149.2	fixedbugs/issue14164.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue14164.go -o /tmp/main.go
149.2	fixedbugs/issue14331.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue14331.go -o /tmp/main.go
149.2	fixedbugs/issue15470.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue15470.go -o /tmp/main.go
149.2	fixedbugs/issue15548.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue15548.go -o /tmp/main.go
149.2	fixedbugs/issue15572.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue15572.go -o /tmp/main.go
149.2	fixedbugs/issue15838.go	compiled	product	fixedbugs/issue15838.dir/a.go:8:1: gosource: unsupported LabeledStmt	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue15838.go -o /tmp/main.go
149.2	fixedbugs/issue15838.go	interpreted	product	fixedbugs/issue15838.dir/a.go:8:1: gosource: unsupported LabeledStmt	151	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue15838.go
149.2	fixedbugs/issue15920.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue15920.go -o /tmp/main.go
149.2	fixedbugs/issue16317.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue16317.go -o /tmp/main.go
149.2	fixedbugs/issue16616.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue16616.go -o /tmp/main.go
149.2	fixedbugs/issue19699.go	compiled	product	fixedbugs/issue19699.dir/a.go:8:1: gosource: unsupported LabeledStmt	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue19699.go -o /tmp/main.go
149.2	fixedbugs/issue19699.go	interpreted	product	fixedbugs/issue19699.dir/a.go:8:1: gosource: unsupported LabeledStmt	151	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue19699.go
149.2	fixedbugs/issue20682.go	compiled	product	main.go:4:8: "./p" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue20682.go -o /tmp/main.go
149.2	fixedbugs/issue22962.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue22962.go -o /tmp/main.go
149.2	fixedbugs/issue23179.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue23179.go -o /tmp/main.go
149.2	fixedbugs/issue23311.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue23311.go -o /tmp/main.go
149.2	fixedbugs/issue24761.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue24761.go -o /tmp/main.go
149.2	fixedbugs/issue24801.go	compiled	product	fixedbugs/issue24801.dir/a.go:7:1: LOWER-ETYPE: cannot declare main - must be func	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue24801.go -o /tmp/main.go
149.2	fixedbugs/issue25055.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue25055.go -o /tmp/main.go
149.2	fixedbugs/issue25984.go	compiled	product	main.go:4:8: "./p" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue25984.go -o /tmp/main.go
149.2	fixedbugs/issue26341.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue26341.go -o /tmp/main.go
149.2	fixedbugs/issue27836.go	compiled	product	main.go:5:8: "./Þfoo" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue27836.go -o /tmp/main.go
149.2	fixedbugs/issue30659.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue30659.go -o /tmp/main.go
149.2	fixedbugs/issue30907.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue30907.go -o /tmp/main.go
149.2	fixedbugs/issue31252.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue31252.go -o /tmp/main.go
149.2	fixedbugs/issue31637.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue31637.go -o /tmp/main.go
149.2	fixedbugs/issue32778.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue32778.go -o /tmp/main.go
149.2	fixedbugs/issue32922.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue32922.go -o /tmp/main.go
149.2	fixedbugs/issue33013.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue33013.go -o /tmp/main.go
149.2	fixedbugs/issue33020.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue33020.go -o /tmp/main.go
149.2	fixedbugs/issue33020a.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue33020a.go -o /tmp/main.go
149.2	fixedbugs/issue33158.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue33158.go -o /tmp/main.go
149.2	fixedbugs/issue33219.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue33219.go -o /tmp/main.go
149.2	fixedbugs/issue33866.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue33866.go -o /tmp/main.go
149.2	fixedbugs/issue34503.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue34503.go -o /tmp/main.go
149.2	fixedbugs/issue34577.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue34577.go -o /tmp/main.go
149.2	fixedbugs/issue3552.go	compiled	product	main.go:4:8: "./one" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue3552.go -o /tmp/main.go
149.2	fixedbugs/issue35586.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue35586.go -o /tmp/main.go
149.2	fixedbugs/issue35739.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue35739.go -o /tmp/main.go
149.2	fixedbugs/issue36085.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue36085.go -o /tmp/main.go
149.2	fixedbugs/issue43164.go	compiled	product	fixedbugs/issue43164.dir/a.go:9:1: LOWER-ETYPE: cannot use Index (value of type func(s []byte, sep []byte) int) as func(s string, substr string) int value in va	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue43164.go -o /tmp/main.go
149.2	fixedbugs/issue4326.go	compiled	product	main.go:4:8: "./p1" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue4326.go -o /tmp/main.go
149.2	fixedbugs/issue43479.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue43479.go -o /tmp/main.go
149.2	fixedbugs/issue43551.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue43551.go -o /tmp/main.go
149.2	fixedbugs/issue4370.go	compiled	product	main.go:7:8: "./p1" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue4370.go -o /tmp/main.go
149.2	fixedbugs/issue44325.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue44325.go -o /tmp/main.go
149.2	fixedbugs/issue44335.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue44335.go -o /tmp/main.go
149.2	fixedbugs/issue44355.go	compiled	product	fixedbugs/issue44355.dir/b.go:9:1: LOWER-ETYPE: cannot use __gosource_import_0_0.F() (value of type *int) as int value in variable declaration	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue44355.go -o /tmp/main.go
149.2	fixedbugs/issue44370.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue44370.go -o /tmp/main.go
149.2	fixedbugs/issue45503.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue45503.go -o /tmp/main.go
149.2	fixedbugs/issue47131.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue47131.go -o /tmp/main.go
149.2	fixedbugs/issue48088.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue48088.go -o /tmp/main.go
149.2	fixedbugs/issue4879.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue4879.go -o /tmp/main.go
149.2	fixedbugs/issue49016.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue49016.go -o /tmp/main.go
149.2	fixedbugs/issue49094.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue49094.go -o /tmp/main.go
149.2	fixedbugs/issue49143.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue49143.go -o /tmp/main.go
149.2	fixedbugs/issue4932.go	compiled	product	main.go:4:8: "./foo" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue4932.go -o /tmp/main.go
149.2	fixedbugs/issue5125.go	compiled	product	main.go:4:8: "./bug" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue5125.go -o /tmp/main.go
149.2	fixedbugs/issue51291.go	compiled	product	fixedbugs/issue51291.dir/b.go:7:1: LOWER-ETYPE: "test/a" imported as __gosource_import_0_0 and not used	151/152/154	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue51291.go -o /tmp/main.go
149.2	fixedbugs/issue52128.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue52128.go -o /tmp/main.go
149.2	fixedbugs/issue5259.go	compiled	product	main.go:4:8: "./bug" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue5259.go -o /tmp/main.go
